ts_id,cluster,transform,model,fold,auto_params,sMAPE,MASE,RMSE
T1109,2,none,Naive,0,fitted,1.9640180109488679,1.3829861020526792,188.7426043962675
T1109,2,none,SeasonalNaive,0,fitted,1.6956542608973348,1.1923752801527348,190.73810578906367
T1109,2,none,AutoTheta,0,OTM,2.324141185456665,1.6402944545353297,220.9892331253092
T1109,2,none,AutoETS,0,"ETS(M,N,N)",1.9807063687470854,1.3948855447078572,190.03224344554826
T1109,2,none,AutoARIMA,0,"ARIMA(0, 0, 0, 0, 1, 1, 0)",2.2376523077884425,1.5784390892049058,214.41094532606678
T1117,2,none,Naive,0,fitted,3.9653456078131852,2.548255557415216,695.440253159311
T1117,2,none,SeasonalNaive,0,fitted,3.411023490044972,2.1848192268429854,613.0546013902142
T1117,2,none,AutoTheta,0,OTM,4.139731805829598,2.663289363395205,730.6138371778034
T1117,2,none,AutoETS,0,"ETS(A,N,N)",3.963317701694189,2.5469204548288285,695.1388331445512
T1117,2,none,AutoARIMA,0,"ARIMA(0, 0, 0, 0, 1, 1, 0)",4.229043022453371,2.722195835849621,743.3690480344418
T1177,2,none,Naive,0,fitted,0.9515413656081018,0.4421466935690128,20.555757448600946
T1177,2,none,SeasonalNaive,0,fitted,0.9264661473101626,0.4281600927379491,21.95483269285897
T1177,2,none,AutoTheta,0,OTM,1.24213333726093,0.5785602961516182,25.623541616028515
T1177,2,none,AutoETS,0,"ETS(M,A,N)",1.3325915517074531,0.6210496182834577,27.210277241850402
T1177,2,none,AutoARIMA,0,"ARIMA(2, 2, 1, 1, 7, 1, 0)",1.1064771418367354,0.5147822899255134,23.7403328989541
T1232,2,none,Naive,0,fitted,3.661506000650104,2.6505726294077903,367.5059115170803
T1232,2,none,SeasonalNaive,0,fitted,3.62605808391267,2.6242387317956295,351.09091110016334
T1232,2,none,AutoTheta,0,OTM,4.114197598542302,2.9894988290302744,408.9161872979515
T1232,2,none,AutoETS,0,"ETS(M,A,N)",4.141709689117629,3.0101119691969127,410.80353151416864
T1232,2,none,AutoARIMA,0,"ARIMA(1, 0, 0, 0, 1, 1, 0)",4.147709459788844,3.0146545254242314,412.0063712208959
T1394,2,none,Naive,0,fitted,1.8519581288035307,0.6225343376477768,14.248449289057962
T1394,2,none,SeasonalNaive,0,fitted,3.181118760816019,1.0577356493527037,24.896925943348343
T1394,2,none,AutoTheta,0,STM,2.1386608584511393,0.7176494748250672,15.88236200063229
T1394,2,none,AutoETS,0,"ETS(M,N,N)",1.8519446731998273,0.6225298657977694,14.248366551498208
T1394,2,none,AutoARIMA,0,"ARIMA(0, 0, 0, 0, 1, 1, 0)",1.8519581288035307,0.6225343376477768,14.248449289057962
T145,2,none,Naive,0,fitted,1.1292256793960769,0.7925347349297757,105.5832745142092
